지역,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08
서울 강북지역 10년 초과 ~ 15년 이하,69.19411778,69.14400783,69.08604965,68.87574287,68.66717199,68.529444,68.32801859,68.36459314,68.66872023,69.06235208,69.39293812,69.56080873,69.7538649,70.16973072,70.78720016,71.24373829,71.42144377,71.62114691,72.01045032,72.69496607,73.61301765,74.77420821,75.71486494,76.18991808,77.15589938,77.85190596,78.60601207,78.9549811,79.1078714,79.21794768,79.57177792,79.74769172,80.01606388,80.41603715,80.69325557,80.90000636,81.22035635,81.69278263,82.32320551,83.21379367,83.77043108,84.48268002,85.15830203,85.77376186,86.61903904,87.52018852,88.38982652,89.03216722,89.2730784,89.46942574,89.64701393,89.80076848,90.04146293,90.2863504,90.57897829,90.8268559,91.09697585,91.44436307,91.72518908,91.89361798,91.9862757,92.04881606,92.14134603,92.28227664,92.46026162,92.5628686,92.66204637,92.76108761,92.90404835,93.03762185,93.19864146,93.38091656,93.57408948,93.85314034,94.04865947,94.17428892,94.15437157,94.16171283,94.34695239,94.60993006,94.83255924,95.05769206,95.09776229,95.00644012,94.80382726,94.28209855,93.6101582,93.26168137,93.19145281,93.07687174,93.16384061,93.29924011,93.35901385,93.54532212,93.78512424,94.06197825,94.43388324,94.68314566,94.9538077,95.1393755,95.22976935,95.37411636,95.66199853,96.01515453,96.48466887,96.91207152,97.33772368,97.83135871,98.3273019,98.7273618,99.00317209,99.35545146,99.59645002,100,100.499082,101.2186251,101.7900013,102.3854702,102.8430069,103.0881594,103.107063,103.2339076,103.1393383,103.1207431,103.2094349,103.1204202,103.0281974,102.5444484
서울 강북지역 15년 초과 ~ 20년 이하,70.176657,70.25497,70.27260758,69.86706363,69.46242194,69.17510361,68.73232701,68.60067797,69.02064392,69.57114679,69.74332288,69.78858043,69.89096313,70.29714753,70.81288719,70.97295582,71.23642787,71.28944977,71.69119575,72.4368856,73.68678168,74.71943747,75.35863097,75.53085287,76.31068515,76.91825321,77.53169364,78.144899,78.16279616,78.30019688,78.20866485,78.51004862,78.61909142,79.03952192,79.38140844,79.67333207,79.9980842,80.34451188,80.78487417,81.54814454,82.08821835,82.69052314,83.29849815,83.89288126,84.96804802,86.05562582,87.26628347,88.09036574,88.36792981,88.64392593,88.85573833,89.04370453,89.23222741,89.59510529,89.84009876,90.08693732,90.26679888,90.5447526,90.85785156,91.01621831,91.08846197,91.13347968,91.22954597,91.36161732,91.60270878,91.83453757,91.9710122,92.127121,92.28256496,92.40207264,92.6028507,92.79916098,93.00083679,93.22421593,93.32566187,93.20976835,93.21196463,93.17965915,93.18926037,93.29663602,93.4221695,93.70054643,93.80528805,93.66675855,93.43924195,93.13150473,92.79054754,92.50716125,92.384435,92.40024677,92.33101199,92.35207145,92.38492113,92.66113937,92.88589509,93.1900924,93.50977898,93.74710965,93.96454704,94.12306782,94.20528141,94.40258215,94.74212217,95.19462939,95.66124729,96.06281213,96.47859826,97.33596162,97.99826034,98.53451561,98.94585476,99.30068327,99.54842221,100,100.4809318,101.0433067,101.7667974,102.4390538,103.0631768,103.3074712,103.2171084,103.1396194,102.9721429,102.95765,102.7922747,102.8153104,102.6426063,102.4650743
서울 강북지역 20년 초과,70.04417521,70.31632253,70.34769712,70.07329542,69.54314456,69.07851138,68.62685248,68.51819877,68.8060961,69.32543083,69.58474729,69.65178112,70.036072,70.39347133,70.85698509,71.26475176,71.33046544,71.23856107,71.72267494,72.30964787,73.08470181,74.08838785,75.11299604,75.79223989,76.64882158,77.34883485,78.06364413,78.33227592,78.47954466,78.48826349,78.71310843,78.90364332,79.41389849,79.89384262,80.26637512,80.64179833,80.73436616,81.06815269,81.75878916,82.82437279,83.45053571,84.12390203,84.92077497,85.67417034,86.70050583,87.79080695,88.89952638,89.46274876,89.77697405,90.07528673,90.27192362,90.45444602,90.67345182,90.90010475,91.15199748,91.36836535,91.46586071,91.71039297,92.10960543,92.25653287,92.30106662,92.34805542,92.44270121,92.56956329,92.7542403,92.99212815,93.07938745,93.07591468,93.14696401,93.17368893,93.2178508,93.17729715,93.21669237,93.25662238,93.22202046,93.07360733,92.9157576,92.86104264,92.85724302,92.92143372,93.0063969,93.12231605,93.142794,93.1176459,92.99992393,92.74497516,92.39169341,92.13612134,92.03073033,91.93671549,91.89026626,91.97850269,92.09530773,92.28049755,92.48792895,92.71528911,92.92372709,93.05353884,93.12050046,93.12641163,93.08137637,93.2486738,93.61518766,94.12310387,94.7144075,95.26631077,95.81764419,96.67675681,97.43078831,98.09070159,98.52921181,98.9747112,99.42256246,100,100.6448098,101.4862678,102.2511776,102.8668217,103.3237663,103.5405523,103.511604,103.3461705,103.2672356,103.1845925,103.1522615,103.0726312,102.9301855,102.7150201
서울 강북지역 도심권5년 이하,76.66873094,76.66873094,76.9730034,77.07850401,77.07850401,76.64814879,76.68690554,76.15778739,76.36332933,76.63914667,76.72275217,76.93247204,77.03030404,77.05051786,77.34185843,77.97538687,78.81288559,79.03759194,79.55938761,80.45509763,80.49533438,80.90409786,81.24177696,81.91361129,84.81764348,84.97523259,85.1047641,85.30196582,85.63488278,85.99587069,86.28855809,86.61556974,86.84518755,86.97464088,87.16795383,87.27858955,87.50739028,87.64737608,88.09574058,88.25892136,88.67108484,88.69773894,88.9457901,89.7403831,89.88964054,90.20893777,90.67618614,90.97374298,91.32237478,91.30723289,91.34277856,91.37215389,91.78066909,91.98107807,92.09719815,92.16215539,92.30179677,92.34594996,92.86277566,92.95244052,92.95244052,92.95244052,93.36215913,93.36215913,93.41518212,93.46771749,94.41233946,94.46492246,94.46492246,94.46492246,94.46492246,94.55550178,94.55550178,94.86432026,96.31726168,96.79352089,96.79352089,96.79352089,96.79352089,96.97319214,97.05132824,97.38035637,97.30195537,97.12167499,97.12167499,97.12167499,95.58131858,95.18802567,95.03010411,94.82442609,94.82442609,94.79144603,94.9934506,95.03954192,95.22842285,96.00899523,96.42263962,96.55365277,96.6462167,96.68834806,96.72537023,96.81634958,96.96808191,97.1667095,97.28700364,97.47217699,97.84234613,98.68943417,99.15444407,99.37185043,99.68277445,99.79069106,99.85664247,100,100.4359316,101.4381213,102.8253323,103.7744878,104.6323783,104.731044,104.7557835,104.632456,104.0455316,103.8896672,103.9559459,104.0192522,103.7962067,103.182889
서울 강북지역 도심권5년 초과 ~ 10년 이하,75.18080094,75.18080094,74.99793788,74.99793788,74.67644079,73.95410795,73.84145004,73.99537314,74.0776103,74.41218782,75.40743322,75.84918008,75.9944935,76.08598211,76.61586614,77.56280718,78.38557581,78.74654214,78.96227724,80.17866933,80.51724597,80.9010774,81.59849243,81.95156466,82.0882203,82.50841084,83.05414094,83.47820517,83.84794388,84.17590623,84.43386452,84.56237864,85.07317818,85.43219583,85.60077693,85.75921404,85.92171209,86.00049977,86.57179825,87.01847849,87.29331162,87.83836823,88.38103585,88.77191631,89.1443696,89.35360065,89.67897702,89.94301059,90.06174743,90.16286086,90.25675995,90.37948905,90.52156101,90.67774761,90.8675562,91.17384236,91.33522819,91.45380294,91.64254893,91.75688862,91.84333266,91.88878962,91.97442046,92.08662377,92.18021091,92.31027524,92.41878436,92.58266857,92.66464283,92.79199794,92.94634173,93.18839182,93.7665131,94.39258607,94.57853887,95.00611415,95.16557689,95.38311085,95.64603616,96.00517358,96.74001632,97.14447345,96.88275539,96.57358336,96.49512567,95.88596171,95.24296241,94.72509052,94.62457835,94.40862434,94.39751731,94.56756927,94.58377277,94.81870914,95.25020559,95.76258405,95.85677848,96.07517754,96.12323941,96.20030807,96.22653006,96.43302458,96.70655073,96.99743678,97.41007076,97.66325289,97.94053203,98.68381077,99.27371959,99.70000598,99.76503131,99.8739787,99.89000074,100,100.3016532,100.795972,101.2563446,101.9704576,102.3249321,102.4900088,102.4904193,102.4210736,102.1831194,102.0787022,101.9077954,101.8396023,101.7783792,101.9168107
서울 강북지역 도심권10년 초과 ~ 15년 이하,71.38869277,71.4229256,71.40587909,71.49471889,71.55412655,71.29188755,71.25803356,71.70685713,72.27473342,72.81200195,73.6295086,73.93487411,74.25026807,74.85600755,75.67862931,76.80751202,76.96140399,77.2754328,77.71523244,78.42106301,78.84518226,80.29896767,81.47325974,81.86898314,82.19286595,82.71049113,83.26183308,83.78384421,83.96201189,84.14453679,84.24199425,84.40788473,84.78591709,85.1274278,85.34965964,85.58489628,85.76475455,86.33322592,86.78749168,87.33239025,87.53322292,88.07448335,88.41035925,88.8107238,89.04890878,89.46094809,90.05751759,90.25289111,90.38922572,90.52945634,90.66205966,90.77905631,90.98009556,91.17135288,91.68923421,92.06180964,92.29135616,92.6315838,93.27241218,93.51206641,93.71082204,93.76710437,93.96172243,94.20961335,94.37967469,94.49186974,94.71547003,94.85661931,94.95704996,95.16130349,95.42746325,95.69019312,95.52337314,95.585478,95.88744796,95.68108914,95.45845298,95.4196853,95.47779893,95.87569822,95.96308755,96.1488893,95.94932267,95.8416204,95.83114957,95.73781226,95.51279098,95.29550529,95.04502417,94.98831347,95.00926327,95.01005193,95.03332066,95.29057623,95.65249068,96.11922486,96.48414328,96.77537566,96.89506467,97.00387147,97.05692437,97.20081856,97.43462149,97.7467785,97.94906617,98.1010536,98.28189615,98.90204322,99.27740226,99.62698277,99.72362137,99.7593539,99.78865141,100,100.4444097,101.3755961,102.196521,103.0485252,103.9071409,104.1714321,104.1740729,104.072462,103.896548,103.8126183,103.7695614,103.6442498,103.4544127,103.1394303
서울 강북지역 도심권15년 초과 ~ 20년 이하,74.12800316,74.12800316,74.28033736,74.28033736,74.18714393,74.14179178,74.04784302,74.40514346,74.29212491,74.34308521,74.66094792,75.06440961,75.26727478,75.33429135,75.73768334,76.0471883,76.6209052,77.09052712,77.62297045,78.03086057,78.63409354,79.40042058,79.83844147,80.08856531,80.10585151,80.29846256,80.46079746,80.35791508,80.5639929,80.73892999,81.12194224,81.24588636,81.75996524,81.92641067,82.31194992,82.60393024,83.371021,83.85996171,84.46044109,85.36591394,85.62554248,85.92978192,86.25664068,86.51178477,87.00098788,87.61411858,87.87620458,88.34226692,88.53527358,88.70166964,88.88298986,89.20537836,89.47267041,89.65453205,90.08957895,90.3260092,90.45063316,90.76062233,91.06381941,91.2554443,91.48059363,91.7133462,91.97674216,92.18803489,92.45396486,92.72832614,92.88282223,93.11388591,93.32888888,93.5309281,93.74605962,93.80598165,93.94643468,94.25210256,94.14771643,93.91703428,94.12296059,94.40922602,94.53302311,94.31608144,94.61291643,94.92739607,95.03319035,94.7177021,94.42695738,94.08358451,93.59367457,93.31779508,93.12356982,93.02641965,92.87426168,92.82744129,92.95489177,93.17747106,93.36125367,93.73115523,94.13366929,94.41620396,94.70797101,94.77465148,94.80167793,94.84141104,95.11551175,95.66098925,96.09601433,96.48736333,96.86170884,97.90406597,98.48947044,98.89823914,99.2446214,99.51179748,99.70451547,100,100.4302116,100.9578237,101.6353233,102.4487582,103.0956634,103.3091278,103.3548583,103.2576678,103.1569151,103.0189477,103.0314047,102.9159704,102.7943036,102.1487911
서울 강북지역 도심권20년 초과,71.6647974,71.6647974,71.70021496,71.70021496,71.90988502,71.69364141,71.66152246,71.54488212,71.82314601,72.10959131,72.35889413,72.52772571,72.8694542,73.1541571,73.52654364,74.75639875,75.25410438,75.44890418,75.63782913,76.50065421,77.51728566,78.13037689,78.78209002,79.29619605,80.26644142,80.62340732,81.40217626,82.14078661,82.47981334,82.95167537,83.24088364,83.39770433,83.52918703,83.87890922,84.22198207,84.73677846,84.98543225,85.26332466,85.72181458,86.23133673,86.55803733,86.79466577,87.02982691,87.15227495,87.38761707,88.15690922,88.54030731,88.84575489,88.99402177,89.24480969,89.54040679,89.64510458,90.02846774,90.33283871,90.57025478,90.68087876,90.88810021,91.29834521,91.5955271,91.84741064,91.99381991,92.10899892,92.29227567,92.63935822,93.03301143,93.25254717,93.40967619,93.61566709,93.76360087,93.83687288,93.95219652,94.21385888,94.1166903,94.16104997,94.06184547,94.01062341,93.9357154,93.96367498,93.78882366,94.03480549,94.20119574,94.28845279,94.15372582,93.95128972,93.48736232,92.85457847,92.75213753,92.72051125,92.53502582,92.46621794,92.34879377,92.28931452,92.2771002,92.38546378,92.57302189,92.83499682,93.26540682,93.38063211,93.52849969,93.77321305,93.91726051,94.27734799,94.61911032,95.10131596,95.5739901,96.08559406,96.64851079,97.47410511,98.37779489,99.12268792,99.42401869,99.5965372,99.6605926,100,100.7083429,101.4000388,101.9965226,102.9009166,103.5609056,103.8509793,103.8681009,103.7458568,103.6862302,103.6116074,103.5567765,103.4216491,103.2350421,102.9132081
서울 강북지역 동북권5년 이하,72.18624485,72.06733852,71.74335009,71.61117339,71.68220205,71.67877192,71.51161518,71.55014147,71.78736858,72.35109445,73.09807017,73.1300722,73.38236845,73.91582564,74.60541848,75.57710796,76.3565596,76.78078706,77.22122061,77.41901256,78.12033123,78.79537107,79.30387963,79.68293161,79.79179334,80.18242922,80.49877153,80.89606432,81.07175226,81.26385317,81.26951275,81.46515926,81.7854012,81.99380187,82.22436177,82.37068521,82.47751365,82.6900456,83.42696472,83.95817234,85.08506652,85.75703145,86.24932615,86.60398269,87.96096808,89.59576764,90.70842724,92.07758702,92.11538999,92.31596073,92.50476856,92.62326491,92.83116644,92.95198547,93.25460016,93.40342826,93.54200797,93.54200797,93.80302374,93.98756133,94.19892275,94.29321758,94.29321758,94.29321758,94.96561255,94.96561255,94.96561255,95.09934764,94.70362511,95.28852243,95.38286069,95.55840377,95.74758563,96.02588746,96.12352922,95.96898561,95.87527509,95.73588576,95.62140244,95.63369272,95.67072788,95.98348556,96.02037919,95.9564315,95.91749611,95.76894066,94.86011249,94.6709048,94.23488069,94.18250203,94.14735859,94.20979524,94.37080238,94.70312037,94.95313086,95.24595692,95.48034626,95.58897422,95.76905973,95.89455525,95.98763728,96.07938206,96.31000571,96.72756848,97.12327263,97.41275368,97.67094329,98.10160639,98.53239065,98.81207071,99.01080018,99.20191144,99.41348667,100,100.3528922,100.5064204,101.0057933,101.3214036,101.4788565,101.6341945,101.7762351,101.5153921,101.2094146,101.3360823,101.3101692,100.9954213,100.9396697,100.9162814
서울 강북지역 동북권5년 초과 ~ 10년 이하,68.66941359,68.67353531,68.61394231,68.2598696,68.14360649,68.11078763,68.05753606,67.74351963,67.81325757,68.08154513,68.16816515,68.25681441,68.40133392,68.90796482,69.54515917,70.02927923,70.54254679,70.87430254,71.21436773,71.79607061,72.55699746,73.50141061,74.44519096,75.38824515,76.34249442,77.01805008,77.70296298,78.22776,78.19636503,78.28604068,78.42803942,78.69821351,79.25084066,79.75537494,80.11718521,80.53919765,80.77181122,81.28328844,81.86301708,82.44307521,83.0689984,83.55714184,84.05972359,84.86033743,86.1050073,86.8624711,87.75520177,88.23423589,88.41654849,88.52314558,88.64429428,88.78313775,88.92476861,89.11611875,89.49654173,89.65667553,89.89040721,90.21270746,90.54594343,90.75597648,90.8784931,90.87706001,90.89540334,91.03540379,91.05356047,91.19243666,91.32396817,91.39612263,91.55368342,91.71075461,91.86245772,92.15693679,92.40471498,92.7242993,93.24471128,93.27080158,93.28895865,93.29246008,93.12382107,93.25838329,93.49051929,93.53330598,93.62872889,93.4709419,93.35496046,92.76831349,91.78165968,91.61776916,91.60167066,91.59502534,91.74762025,91.93763283,92.38648228,92.80313744,92.99221507,93.16805552,93.4886197,93.72005126,93.96552824,94.11375757,94.18269309,94.40100989,94.73432895,95.47454059,96.04479174,96.56236499,96.8687874,97.67036952,98.03468936,98.53846657,99.01693669,99.21480258,99.48094575,100,100.3763488,100.8748265,101.1510334,101.7022342,102.2407654,102.2315435,102.4439312,102.2941847,102.1801535,102.1275079,102.0049266,101.8451429,101.9249026,101.1910629
서울 강북지역 동북권10년 초과 ~ 15년 이하,68.51666374,68.49118374,68.360069,68.04437774,67.66157907,67.53412209,67.29856777,67.2966594,67.4648419,67.84230628,68.16548888,68.31911133,68.51100207,68.99859325,69.57369747,69.87604684,70.02441204,70.13172907,70.6187659,71.26268859,72.29945592,73.56176816,74.50584675,74.96266317,75.98003195,76.7090643,77.61576836,77.96732332,78.14923635,78.22160144,78.67353951,78.8481237,79.06003574,79.4958639,79.78604852,79.99561736,80.31556437,80.85304805,81.56413422,82.59593348,83.26887368,84.08367571,84.81292151,85.50640593,86.55001314,87.54183134,88.56439001,89.37152862,89.61679017,89.79300844,89.97049648,90.09358637,90.29194857,90.46437163,90.68765285,90.87934055,91.1132034,91.47899672,91.68896205,91.82284597,91.87192632,91.89967142,91.9294943,91.97898646,92.09719488,92.23799799,92.31963783,92.37181796,92.52244821,92.63377849,92.75393446,92.97363619,93.08653743,93.40107636,93.60193298,93.71577863,93.72808278,93.82433668,93.99632563,94.20262767,94.4590759,94.67542515,94.77561799,94.78471078,94.58658962,94.00423997,93.17259664,92.86665754,92.79275334,92.73205277,92.86609307,93.02469825,93.09703758,93.27825649,93.54009011,93.81920718,94.22658507,94.43731683,94.67592143,94.82069439,94.8935168,95.06239562,95.36436956,95.67992349,96.1739378,96.61139274,97.0793801,97.5944004,98.06297281,98.51130746,98.82947805,99.23148115,99.52341127,100,100.5178582,101.1890939,101.7601545,102.2360585,102.632314,102.8811629,102.8057904,103.0247697,102.9659188,102.9739964,103.0981449,102.9406976,102.8345547,102.2002484
서울 강북지역 동북권15년 초과 ~ 20년 이하,70.8363254,70.75525656,70.6674099,70.15276257,69.64175933,69.25759891,68.84313233,68.63712801,69.08956373,69.68588733,69.86152828,69.93853751,70.05025905,70.44485358,70.98110767,71.07502009,71.36372142,71.37204747,71.81754906,72.60189738,74.06694108,75.24798788,75.92878451,76.05626843,76.81011731,77.42813261,78.07362111,78.84833906,78.79979848,78.94661492,78.75809397,79.10377202,79.15049646,79.65629812,80.04087489,80.36445686,80.71414345,81.09455266,81.53857479,82.40338556,83.01852066,83.67466494,84.35065986,84.99418551,86.11129201,87.21588558,88.46480067,89.35889967,89.60846548,89.80955363,89.99315716,90.13971743,90.28761318,90.58181298,90.76761301,90.97114007,91.12631807,91.33102226,91.59326132,91.68305661,91.69851872,91.70081584,91.73453601,91.81053903,92.03575662,92.24731135,92.38762733,92.53322044,92.66505877,92.7444876,92.93138397,93.17899393,93.40983556,93.55879987,93.65185011,93.53242299,93.45199618,93.33990573,93.2529794,93.37487717,93.42273448,93.61006223,93.76405137,93.75894564,93.6408351,93.35521765,93.13754026,92.85603977,92.78260297,92.72147155,92.6731971,92.68144255,92.70496515,93.00820107,93.23125428,93.4894736,93.77707539,93.95389704,94.18115633,94.36914461,94.4474442,94.6178157,94.92394945,95.34520677,95.83260292,96.21807727,96.65054856,97.40288556,97.94922302,98.45594437,98.88153724,99.27002462,99.51493971,100,100.5403806,101.1164372,101.8760282,102.5265646,103.1720537,103.3992334,103.2799822,103.2372,103.085086,103.0943773,102.8914082,102.997406,102.8117828,102.8049049
서울 강북지역 동북권20년 초과,69.95527853,70.25043932,70.26487171,69.9307636,69.31779594,68.77743698,68.2927848,68.11540203,68.39768512,68.96114908,69.26682551,69.33696567,69.70828823,70.08692899,70.51180352,70.96944265,71.03509736,70.86956762,71.35958816,71.94957408,72.71773892,73.77709406,74.92479416,75.59732963,76.41687834,77.16459986,77.92434401,78.15065843,78.26975858,78.22667432,78.48302038,78.70072934,79.25511191,79.72298923,80.12290538,80.52989516,80.58668409,80.93814494,81.6070843,82.74417948,83.41808586,84.12909193,85.00300486,85.86291611,87.02616253,88.17639453,89.39355559,89.95787837,90.24955706,90.54988382,90.72349557,90.91092706,91.10008599,91.27032934,91.47240615,91.62773446,91.70381528,91.88303575,92.23776775,92.34656435,92.35240385,92.35600161,92.41297846,92.4819835,92.64710228,92.83772234,92.9146762,92.86669009,92.9229182,92.91264124,92.92978832,92.84817404,92.86361333,92.88742914,92.82827713,92.65096947,92.48185102,92.39146541,92.38857387,92.45042256,92.49031332,92.5996286,92.64150258,92.63204456,92.54699456,92.32623299,91.98462265,91.8105461,91.75395583,91.70341291,91.69279543,91.80500054,91.93377095,92.14146093,92.35377775,92.57107949,92.74493754,92.87299625,92.92168676,92.88727096,92.80290617,92.94857329,93.30682913,93.82536333,94.44606191,95.0346749,95.59742309,96.42590266,97.15260271,97.84078268,98.3004631,98.82072806,99.33552833,100,100.6748628,101.5465975,102.3067467,102.8360208,103.2136122,103.4391958,103.4353396,103.2997022,103.2132564,103.1585298,103.1477263,103.0825233,102.9446716,102.7939608
서울 강북지역 서북권5년 이하,67.41685695,67.17400967,66.73025887,66.68962326,66.43680841,66.2701049,65.97981456,65.87325158,66.16227376,66.83949353,66.97373874,66.70517947,66.73686697,67.05593087,67.88132817,68.73900552,68.98670884,69.03002427,69.2366719,69.81218797,71.15133769,71.89589624,72.52212127,73.19211769,73.22725826,73.57523845,73.99994488,74.30393813,74.27792965,74.58816347,74.7455949,74.95826143,75.34463834,75.69573314,75.9249105,76.39114214,76.67868056,76.73027222,77.29763293,77.8357965,78.03163185,78.2645578,78.49749249,79.00436638,79.46223615,80.46308352,81.57374711,81.77554338,82.03297644,82.26791142,82.32877815,82.55854342,83.04140409,83.5636521,84.1589512,85.1089417,85.33434572,85.78899546,86.73798988,86.99664044,87.09004014,87.39160078,87.53631178,87.70115052,87.79459328,87.86754062,87.92349992,87.96188209,88.11011826,88.39762364,88.70948244,88.72675356,88.9703391,89.41417098,89.41417098,89.46605276,89.64593758,89.8481469,89.94458852,90.03195885,90.54162572,90.75656638,90.58368853,89.94734883,88.5126149,88.17828392,88.12569233,88.12569233,88.3449724,88.75556531,89.56904013,90.07558445,90.45050831,91.22462465,91.57126907,92.03835411,92.45912681,92.85131127,93.03787964,93.18973015,93.24423734,93.47876109,93.93502211,94.90914281,95.5784836,95.86215181,96.83512418,98.26645125,98.92488223,99.28854586,99.47932151,99.4337925,99.55044414,100,100.7223559,101.548548,102.230874,103.2682496,103.6788101,103.8289611,103.7185824,103.4993981,103.460895,103.315886,103.1881148,103.038652,102.5892003,102.1124053
서울 강북지역 서북권5년 초과 ~ 10년 이하,70.75038739,71.57580261,71.60419752,71.86139928,71.90450492,71.84323784,71.71104171,71.7089871,72.00688979,72.78500968,73.35064223,73.3103662,73.36432692,73.66490512,73.72978659,74.36064656,74.43580297,74.46488626,74.59068736,75.46012457,75.98414309,76.35617553,77.04293882,77.95198749,79.21304263,79.97903293,80.68377006,80.9157126,80.94991692,81.14057863,81.33142889,81.53250083,82.11137085,82.78882527,83.08558107,83.2850021,83.60645376,83.76369201,84.30547054,84.70675067,84.87494154,85.27851828,85.4019978,85.88051305,86.45423631,87.03029418,87.90487605,88.08658046,88.29621561,88.51091624,88.66795382,88.89140265,89.34064307,90.10467564,90.86409749,91.19975981,91.62346867,92.09136004,92.38323487,92.5352004,92.6985567,92.97950245,93.27925792,93.47440372,93.79292537,94.00342887,94.16077441,94.36353766,94.63766264,94.87706461,95.16700038,95.31131725,95.13809761,95.24746327,95.35039745,95.36319474,95.31537485,95.12943829,95.09323135,95.06950877,95.17794121,95.29729098,95.25554643,94.99199284,94.68541863,94.07702588,93.1011986,92.60692904,92.76156109,92.98493209,93.14466976,93.1066063,93.17006432,93.22800299,93.31155231,93.40069334,93.45990381,93.70428682,93.82473211,93.89116462,94.0446586,94.25757948,94.73715071,95.15216419,95.570768,95.97800511,96.55948133,97.34104195,97.96308673,98.54174485,98.99972216,99.3727239,99.54505469,100,100.5718863,101.2110898,101.8821494,102.4975847,103.4379295,103.521937,103.6233486,103.546729,103.3689307,103.2513203,103.1455336,102.9472489,102.7170179,102.3124774
서울 강북지역 서북권10년 초과 ~ 15년 이하,70.35952016,70.17532419,70.35831296,70.36680362,70.64705273,70.5397633,70.37242066,70.32644793,70.98652385,71.36116645,71.45674406,71.58597048,71.70242749,71.72962531,72.36997996,72.95282846,73.25536268,73.72284465,73.71882265,74.54225682,75.35259472,75.95630629,76.73651568,77.33217823,78.5381029,79.23553609,79.57341836,79.80075098,79.83301082,80.03225233,80.20302866,80.39139023,80.79266263,81.10421079,81.37263637,81.55167349,81.93296971,82.16280048,82.61965084,83.22472076,83.57880528,84.05233213,84.70769065,85.17595143,85.67710259,86.51279422,87.0377152,87.37741954,87.6501343,87.93078336,88.12792061,88.38941649,88.77428475,89.26067562,89.66443971,90.02792399,90.42161392,90.71787628,91.04802992,91.28636031,91.46038771,91.62787816,91.86023522,92.22413146,92.58245816,92.56753177,92.66390927,92.88325651,93.02196838,93.19034248,93.42637192,93.47615911,94.01648881,94.26991407,94.41335444,94.68601041,94.64587848,94.42036121,94.68608184,95.06027801,95.23444435,95.49718974,95.45207622,95.08652489,94.81552411,94.34516333,94.00657456,93.49830354,93.49114956,93.20468749,93.17489646,93.2820404,93.31605533,93.49583616,93.63625473,93.85094366,94.13708092,94.46595358,94.87596766,95.19383402,95.34297794,95.42602808,95.69993951,96.16347146,96.67732441,97.18891735,97.60590609,97.99549423,98.6081019,98.90728145,99.14854972,99.50306787,99.70163284,100,100.481942,101.2140042,101.6751397,102.4214591,102.837383,103.065888,103.3012315,103.3245659,103.1868084,103.1380434,103.2066058,103.2854357,103.2675513,103.0437873
서울 강북지역 서북권15년 초과 ~ 20년 이하,65.11223306,66.28347741,66.9501271,67.09441048,67.27041508,67.53817611,66.73101725,66.89059919,67.3353494,67.80671658,67.89071443,67.66901018,67.69493403,68.2629283,68.71257646,69.15734495,69.2013543,69.35119255,69.49685995,70.15469912,70.54345422,70.93679345,71.43673737,71.80249165,72.94237945,73.62823849,74.22654222,74.27878252,74.56040498,74.64081772,74.87396774,75.0153442,75.30323938,75.38749243,75.50973008,75.64922956,75.72531067,75.87935265,76.25299551,76.53347557,76.83837682,77.30245007,77.73969317,78.27022234,79.42152608,80.64610864,82.11405249,82.79740548,83.23493332,83.88676364,84.23625293,84.54543832,84.87726022,85.62586335,86.04713829,86.49178795,86.78874186,87.33413145,87.84686376,88.2561134,88.48442174,88.61684378,88.88553238,89.20313999,89.49572583,89.78892059,89.9027408,90.0685611,90.29144413,90.53352885,90.78269215,90.86893538,90.9993822,91.44418771,91.6865847,91.64542856,91.8341055,91.91688569,92.21336848,92.44396063,92.75820475,93.34843432,93.27308771,92.7464071,92.16504765,91.80145214,91.11803427,90.82225642,90.57149636,90.94280941,90.85544976,90.97006481,90.97080462,91.18718988,91.44694504,91.87202207,92.25094165,92.66404651,92.80602799,92.91896495,93.04590066,93.423757,93.91280696,94.41628018,94.83150158,95.29286865,95.67666955,96.77959711,97.87760613,98.58811868,98.98905687,99.28105676,99.57049827,100,100.3252922,100.8620649,101.4979427,102.1729477,102.7232666,103.032202,102.9683332,102.7958512,102.553285,102.5220327,102.3907812,102.2273503,102.070741,101.5916204
